type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100,x_101,x_102,x_103,x_104,x_105,x_106,x_107,x_108,x_109,x_110,x_111,x_112,x_113,x_114,x_115,x_116,x_117,x_118,x_119,x_120,x_121,x_122,x_123,x_124,x_125,x_126,x_127
0,0.002250384,-0.0006202885,-0.031818304,0.013055649,0.01353602,-0.0070157484,-0.028820075,0.0051925355,-0.00226263,0.019781332,0.0011595745,0.016093316,-0.0054087546,-0.010894325,-0.00014924933,-0.0034061898,0.003786437,-0.006322106,-0.008233177,0.0050840643,0.0019078472,0.011766803,-0.008185618,0.0004740754,-0.008672502,-0.0027624152,-0.002493038,-0.014573324,0.009201132,-0.0051585627,0.011881723,0.020066194,0.00074100075,0.00859963,0.0049931137,0.0022855492,-0.009944546,0.0016036867,0.010570439,-0.020523354,-0.006079784,-0.006686763,0.015078965,-0.016491117,0.011387616,-0.0032143705,0.020988367,0.014176621,0.009176238,0.012100266,0.006399684,0.002136529,0.0075291116,-0.0057226717,-0.008160217,0.008370143,0.00021084734,0.0061569656,-0.0033210458,0.0027157096,0.00042609248,0.009723257,0.0074216053,-0.0026049856,0.009919604,0.009942946,0.01579476,0.0074187294,0.008382279,-0.00918556,-0.0049931654,-0.011981075,-0.013977092,-0.0084907785,0.0033710336,0.016216302,-0.020267427,-0.004805193,0.020161703,-0.0016629836,0.019462863,0.021363504,-0.01831556,0.00058672216,-0.0073487386,-0.011632066,0.024708353,-0.007063729,0.00072030537,0.0083757015,0.007223448,0.011591125,-0.021717152,-0.007883041,-0.018469954,0.00015710696,-0.0062775994,0.0037399316,0.019043406,0.0044006254,-0.0024440174,0.014883745,-0.011785834,0.007675741,-0.016613765,-0.003368324,-0.016208598,0.0005340209,-0.0033016596,0.014180266,-0.0034754835,-0.009233124,-0.0044931937,-0.0049928483,0.018788556,-0.008690837,-0.013150499,-0.0044155396,0.002486815,0.0224827,0.020906342,0.0364395,-0.008133591,0.017297225,0.010411276,0.007003325,0.00072004687,0.0028891822
1,0.00771308,-0.0032259983,-0.0146765765,0.0051045795,0.0065705697,-0.0008345713,-0.01876067,0.005402011,0.0040077735,0.016595514,-0.006812711,0.0061593424,0.003977472,-0.005705422,0.003842537,-0.0041906154,0.0004280303,-0.0090150405,0.0009202967,0.011460586,0.003145015,0.0026037935,-0.0037113407,0.0071246955,-0.0045422176,-0.004453371,0.00040737266,-0.0007696303,0.0048794253,0.008601993,0.0020375524,0.008806318,0.010220116,0.01317569,0.010775862,-0.002209138,-0.0045318794,0.0013259918,0.0052261595,-0.02078898,-0.011281739,-0.0022998461,0.011528265,-0.008186924,0.008515038,0.0039394274,0.020745752,0.014221545,0.010851473,0.011070371,0.0024132687,0.0006437044,0.014025567,0.002727355,-0.011402948,-0.0012032411,-0.0053904224,0.008806969,-0.0003143543,-0.003242112,0.0047974363,0.004617189,-0.0028193456,0.0062536965,0.010100294,0.016530436,0.00482634,0.0075202086,0.011136519,-0.007141444,0.0022574647,-0.0053429077,-0.010965901,-0.0077980584,0.013588403,0.0075762155,-0.00432008,-0.0018494886,0.020709341,-0.0064982465,0.012143235,0.017374897,-0.014211883,0.005086927,-0.016143236,-0.013623246,0.019951258,0.0055456758,-0.0054405374,0.0031599954,0.009634356,0.004039875,-0.017911643,-0.0077625825,-0.006468762,-0.0005179766,-0.010257234,0.0070186844,0.008710049,0.0054235924,-0.003089078,0.014675557,-0.009117064,-0.0019848999,-0.0009725705,-0.008348862,-0.01484571,-0.00064455456,-0.013179488,0.0055316826,-0.0029420056,-0.009414321,0.004110014,0.0052599115,0.014165362,0.0010464031,-0.0075688553,-0.0038064623,-0.0017423744,0.017040605,0.0055344943,0.0172058,-0.009700491,0.0027875144,0.008078467,0.0025489458,0.0025747628,0.0076935096
10,0.0059183515,0.0053363442,-0.00654726,0.0034483357,0.0071604047,0.0043799756,-0.003277612,0.0048212525,-3.2507553e-05,0.010873535,0.005771671,0.011944172,0.0040977574,0.00051709014,-0.0072931647,0.004199355,-0.00055567024,-0.0019578803,0.004371604,0.0006269505,-0.0051561533,0.0013896805,-0.004637665,-0.0032113472,-0.009188725,0.005194819,0.0019933323,-0.0021130731,-0.0018118994,0.0081559075,0.0036041199,0.0033930142,-0.005254231,0.006381842,-0.0038530454,-0.0036599056,-0.009958457,0.0040811044,0.011165548,-0.0030026322,-0.0045640618,-0.0013496312,0.011656633,-0.008793996,-0.00015307052,0.005684327,0.008683153,0.011872361,0.0011860586,0.0020975943,0.0037301083,0.0075393575,0.0066966247,-0.00408066,-0.0032376267,-0.0069068484,0.006010097,0.007392591,0.003197815,-0.00557164,0.0043849302,0.002639998,0.003884282,0.006146059,-0.0005701964,0.009704744,0.0035103671,0.009960149,0.003366245,0.0044266335,-0.0011628334,-0.0066092974,-0.00028700198,-0.0062958742,0.0020704067,0.0057182233,-0.0042097517,0.005066524,0.0049273907,-0.0013049465,-0.0011627068,0.001793185,-0.003667162,-0.0016390466,-0.006559452,-5.5620912e-05,0.003149616,0.004193324,-0.004787461,-0.0026694918,-0.001825531,0.005801669,-0.0076916385,0.006085234,-0.009726077,0.0014532893,-0.0037055647,0.006335224,0.0040786825,-0.0024291931,-0.006540903,0.010061065,-0.008553954,-0.0004230846,-0.0009597085,0.006233198,-0.008486368,-0.002945295,0.0006176043,0.008097804,-0.004267156,-0.0056615705,-0.004204409,0.0045870636,-0.00014330604,-0.0053143785,-0.0063140467,-0.004127105,0.0060594347,0.0048127654,0.012423344,0.0054038893,0.0006923025,0.011159436,-0.0012539916,0.0010298991,-0.0045003537,0.006914949
100,0.006233368,0.008152674,-0.028409533,0.008508657,0.0059787296,-0.015350524,-0.022215758,0.009042794,-0.0030008692,0.019607987,-0.0034828219,0.017614992,-0.0065824795,-0.0014567355,0.002860723,0.00260768,-0.0027152603,-0.019241152,-0.005766043,0.004528769,-0.0029748194,0.0048853266,-0.0025477817,0.0063982476,-0.014834887,0.0063807103,0.002048935,-0.0073357704,0.010207722,0.006863946,0.009507332,0.019093193,-0.0008917057,0.016826145,0.0045715827,0.0043941657,-0.009705358,0.00889311,0.017871832,-0.02733843,-0.008740768,0.0021632966,0.0121677,-0.008391926,0.006180651,0.004710134,0.027807737,0.02318347,0.004595144,0.026380265,0.010744374,0.006393644,0.010893366,-0.0048919264,-0.0033983218,0.003189855,-0.007354589,0.0065897168,-0.004484262,-0.011647296,-0.010305441,0.0068166,0.011799882,-0.003574403,0.008316888,0.01445343,0.012674545,-0.0020569284,0.012143743,-4.44155e-06,-0.0005779542,-0.016351335,0.0015384123,-0.0037840053,0.010604408,0.017949084,-0.011229065,-0.0041898764,0.016194575,0.0033033288,0.014792919,0.021364307,-0.0056732255,0.0072843404,-0.011271954,-0.015812868,0.028948985,-0.00573027,-0.0049733836,0.0050819316,0.01186961,0.01367567,-0.014455417,-0.0077320077,-0.016187321,-0.014820586,-0.011842366,0.006909404,0.010738871,-0.0027507993,0.0043561333,0.010458075,-0.007856311,-0.00054184574,-0.016084753,0.0029916978,-0.0146991545,-0.01085715,-0.005373169,0.0068555353,-0.0047143116,-0.0064569535,-0.01099665,0.0027097482,0.008106093,-0.0022449158,-0.0071484973,-0.009544741,-0.0011166915,0.021249253,0.019507622,0.035831403,-0.0035288832,0.012616773,0.010684087,0.005657231,0.00090094877,0.010436165
101,0.009498136,-0.0016446237,-0.018656207,0.0066439076,0.004992085,0.0017824394,-0.011501458,0.010478554,0.007606469,0.006664375,-0.0060495357,0.008817679,-0.004753481,-0.011917096,-0.00443828,-0.0015752716,-0.004768605,-0.010319318,0.0049252035,0.0011424026,0.006897035,0.012562958,0.0035511372,0.003928995,-0.007546876,-0.00087458943,0.001290354,-0.005825955,0.0016248628,-0.005213917,0.0065406705,0.0045713014,0.007192796,0.01114499,0.008598009,-0.0048634754,-0.0066560083,0.0056427107,0.012741011,-0.011885421,-0.00069731346,-0.0072721434,0.007655166,-0.014066706,0.0017024141,0.006886748,0.018944623,0.007621857,0.010774151,0.011530681,-0.00039848505,0.004786989,0.011406934,0.0005110993,0.0004331972,-0.00011781927,0.0035318942,0.006398563,-0.0040571867,-0.004886395,-0.0058739805,-0.0020602187,0.0077761426,-0.00083912833,0.0066464646,0.0025187172,0.007005459,0.00959893,0.011139358,-0.0022293474,0.0056893355,-0.0034027675,-0.013364316,0.005774326,-3.191436e-05,0.0050004134,-0.011607721,0.0017764199,0.009147143,-0.0024103879,0.010183658,0.010138041,-0.009457853,-0.004548506,-0.013383454,-0.014124113,0.012557264,0.0009841339,-0.010932979,0.00027782394,0.0069706207,-0.0031873179,-0.015170464,0.004748415,-0.014282352,-0.00976175,-0.009437863,0.008407276,0.014859338,-0.0005795931,0.0066646375,0.018383546,-0.012614644,0.010180878,-0.0012047072,-0.0009153288,-0.008302093,-0.0073331175,0.00088591524,0.00047718507,0.0038534799,-0.0069212513,0.0016418464,-0.005111126,0.015721818,0.0049170763,-0.010178134,-0.005991381,0.0024942567,0.010752179,0.007952483,0.026928078,0.0006161395,0.0024360733,0.015443309,0.01127108,0.010816496,0.0049170977
102,0.009096514,0.0034188805,-0.025696004,0.005911226,0.004597547,-0.010877332,-0.01822151,0.005973741,0.0101061035,0.01603384,-0.0053226296,0.006128943,0.0024036253,-0.008336595,0.008839584,0.008141612,0.0017767639,-0.012093608,-0.007884035,0.008502624,0.004007163,0.014962913,-0.0033065693,0.0028048514,-0.01312149,0.007966063,0.008540849,-0.00070762634,0.003193277,-0.0016991851,0.009924162,0.0063588982,0.0048575522,0.016831983,0.008244983,0.008124955,-0.0048653157,0.006285551,0.013492087,-0.012511308,-0.0057617817,-0.00143583,0.013783071,-0.0068268916,0.0012901715,0.005262865,0.013631333,0.017022198,-0.0029837599,0.016994523,0.0038238077,0.00678526,0.005737661,-0.008333367,0.00021069849,-0.006152919,0.0059592985,-0.0018299172,-0.003607929,0.0038089927,0.0037109868,0.007020989,-0.0009766306,-0.0015401815,0.0047618304,0.015319894,0.016149746,0.0012673802,0.005860884,-0.010837389,0.007183776,-0.008988691,-0.011012764,-0.0062494143,0.0054205484,0.014251239,-0.01691489,0.0036980829,0.008486395,-0.0047713304,0.004947869,0.012621605,-0.0034269982,-0.0049284277,-0.009005087,-0.011034907,0.015469334,0.0040000514,0.00317545,-0.0010888154,0.016782138,0.007869499,-0.014031218,0.0062380023,-0.0058463705,-0.0033875655,-0.006880686,0.00046578542,0.013575491,-0.0024126659,0.006723661,0.010224749,-0.0023406988,-0.0013116415,-0.009231501,-0.0008084805,-0.012654752,-0.0004957936,-0.010541006,0.01490197,0.0014551574,-0.00996105,-0.0072293263,0.0054250746,0.009705446,-0.0053510196,-0.007896084,-0.00840637,0.00017119986,0.0133834975,0.01720886,0.018167658,0.004639348,0.014787197,0.013321173,0.0023014597,0.011648258,0.008051738
103,0.008783668,0.007477775,-0.022782428,0.00858742,0.0029520912,-0.011577966,-0.015786469,0.01216159,0.009345694,0.017473321,-0.002008852,0.0061030015,7.449113e-05,-0.00063266355,0.007557355,0.0005721079,0.0027379687,-0.005660625,0.00038053645,0.008319813,0.0071882484,0.0031893037,-0.0072532124,0.006952769,-0.013671504,-0.0013350287,0.008876862,-0.0028087816,0.010124388,-0.0021141944,0.012860459,0.013565754,0.00045601377,0.0047718883,0.0069616213,-0.0013993407,-0.008922742,0.009365321,0.0031237924,-0.013785096,-0.0060201534,-0.00020507738,0.014988504,-0.006485298,0.009998502,-0.004104542,0.007135031,0.011746959,0.004144892,0.007660747,0.009214805,0.0038283903,0.01526718,0.002272523,-0.0115700355,0.004817831,0.0043833465,0.003222073,-0.00640221,0.001779369,-0.0085728755,-0.0039509945,0.003930091,0.004856204,-0.00040835788,0.013165654,0.0051147086,0.004663117,0.0068195853,-0.008277685,0.0018679166,-0.008882403,-0.006616743,-0.0007960779,-0.0007248599,0.011104393,-0.0076062833,0.0064185867,0.014814297,0.0013951315,0.002340441,0.018108787,-0.009409565,-0.006416705,-0.014932845,-0.012502014,0.016362011,0.0033116976,-0.0058112615,0.00021876056,0.01260376,0.004388978,-0.004724822,-0.00040080765,-0.017197255,0.00047522035,-0.003669158,0.003217266,0.008658133,-0.0036645895,-0.0015365371,0.0031081818,-0.010585317,-0.0021690778,-0.013361035,0.0022836786,-0.0051697874,0.0011652318,-0.0056498568,0.013992136,-0.004662466,-0.007181423,-0.0066244034,0.0017864492,0.0143746855,0.0048152013,0.0020857814,0.0014400838,0.0023673605,0.0023576394,0.0135188475,0.024810603,-0.005039762,0.013833483,0.0094465865,0.008344656,0.011441981,-0.00069118507
104,0.0050063934,0.009207577,-0.02143683,-0.0009513475,0.014414024,-0.009180022,-0.028672295,0.0058070878,0.00042897643,0.024937198,0.0015588732,0.010764087,-0.0040466045,-0.014383514,-0.0019468055,0.009368531,-0.0053070006,-0.0075201564,0.0036780841,-0.00012497552,0.0061596977,0.0017489267,-0.00036244915,-0.0070952605,-0.007216262,0.0026229874,0.010719251,-0.0023068557,0.012654476,-0.0015643623,0.006346547,0.013841191,0.0016792971,0.011477469,0.004117729,0.0016131914,-0.003524891,0.015938718,0.010047447,-0.015014317,0.0009086009,-0.0072943713,0.011780416,-0.016242228,0.013495498,0.0030538049,0.016702784,0.021748463,-0.0006707741,0.024684198,0.0039091404,0.004534801,0.020210166,0.0061596353,-0.0083073685,0.0016697258,-0.0063854936,0.0054465896,-0.001008994,-0.012135962,-0.0059631485,0.007289815,0.0011351404,-0.0042264867,0.005519098,0.01209434,0.0062622074,-0.0002306913,0.008895027,-0.0036973008,0.0007932457,-0.006744646,-0.011580732,0.0053179455,0.015820075,0.015740953,-0.023322575,-0.0018866399,0.012808596,0.0035016844,0.019286977,0.016673462,-0.006616796,-0.0032388733,-0.016817773,-0.010608922,0.024369534,-0.0023918117,-0.0039507938,0.014971487,0.019808533,0.004156353,-0.018880952,-0.00027213356,-0.011783812,-0.010805006,-0.0010054503,0.012776269,0.017176947,0.0024431774,-0.004689555,0.017609615,-0.013925577,0.0013021256,-0.011670664,-0.008683361,-0.009515591,-0.009041299,-0.014597132,0.016635425,0.0022506306,-0.006235057,0.003013982,-0.0001095094,0.0072746244,-0.0042019626,-0.00552783,-0.0034102793,-0.007530787,0.011861933,0.013695885,0.04004411,-0.004428545,0.01567935,0.020467795,0.004440982,0.0013428652,-0.0035666788
105,0.0032110687,0.000566773,-0.035365902,0.006695667,0.014527064,-0.013412942,-0.029501464,0.0147309285,-0.0011005615,0.017174354,-0.0055718166,0.022414932,-0.0028698537,-0.017933698,0.00038970576,0.01040014,0.006231064,-0.021820936,-0.0048102764,0.008402347,0.012490922,0.007871763,-0.0005363374,-0.006185761,-0.013567143,0.0029628756,0.012224459,-0.014664645,0.013988651,0.0019817709,0.017132087,0.025556656,0.007982109,0.010654306,0.006617167,-0.0066590547,-0.012189467,0.017047452,0.017181264,-0.03220382,-0.001264273,0.00072812074,0.009876572,-0.015981419,0.012209523,0.006361757,0.021649033,0.023538578,0.007918696,0.030031454,0.008141164,0.0016898924,0.008245311,0.0019249744,-0.011895742,0.003731724,-0.0022732778,0.011291351,-0.002738078,-0.01248301,-0.005483686,0.0051546074,0.0024828713,-0.00305538,0.015303612,0.020634407,0.021260645,0.0124631645,0.02013353,-0.007203151,0.004411544,-0.020667695,-0.006215644,-0.0067005437,0.0070463386,0.020683318,-0.02228648,-0.0044696843,0.029189045,-0.0028948535,0.016755743,0.021157725,-0.02002073,0.0033362547,-0.025018364,-0.019242985,0.024905093,-0.0039057315,-0.007875737,0.0036606875,0.02045239,0.003891802,-0.012884638,-0.01006654,-0.024963206,-0.0030043826,-0.014185524,0.003968756,0.012139095,0.0005311824,-0.00032614454,0.015945096,-0.005752411,0.0081706885,-0.017095586,0.0034775576,-0.01576682,0.0006035186,-0.017066475,0.013813882,-0.0028759418,-0.01469041,-0.011318388,-0.006725564,0.008396995,-0.007268542,-0.006978341,0.0017011972,0.0062875794,0.026314761,0.018346092,0.04667242,-0.009621956,0.017260822,0.024242518,0.0061208955,0.008976365,0.002202484
106,0.0044665355,-0.0038423801,-0.024518127,0.007580952,0.0025386622,-0.012492565,-0.009861089,0.004117576,-0.0013760434,0.022037411,-0.00023011585,0.0076418994,-0.006567704,0.000103380764,-0.00022559306,0.006894379,0.0033209594,-0.006851759,2.8899129e-05,-0.00086614804,0.009744806,0.010135513,-0.0036773747,0.0017480555,-0.004017604,0.0060634757,0.0057117958,-0.0102973515,-0.00083350844,0.004230557,0.011851332,0.014822481,-0.0014400992,0.008485805,0.010208199,0.004677255,-0.006782757,0.008112456,0.011796902,-0.012517474,-0.0062675644,0.0004992797,0.0022487484,-0.008941504,0.009995042,-0.005809645,0.011422174,0.011340809,0.0033789708,0.016093513,0.0019184152,0.002954331,0.0052274037,-0.0035487607,-0.004959652,-0.0044436613,0.003866803,-0.0033236137,0.005864655,-0.010821221,-0.006253142,0.0009247421,0.0088829305,0.006992664,0.01045661,0.0074032694,0.005558071,0.00085618795,0.009426635,-0.005965382,0.0016418152,-0.008588874,-0.0036873515,0.0013082862,0.0019513698,0.018169334,-0.018890796,0.0043239496,0.013032404,0.0053640404,0.010359335,0.014693853,-0.011734579,0.0010094912,-0.0052737826,-0.013595141,0.025864584,-0.00086022686,-0.0061205016,-0.0018586672,0.0051496145,0.01068322,-0.01574985,-0.0050940253,-0.009310961,-0.0024236985,-0.0029467777,0.0072386526,0.0031573079,0.008836759,0.0035805611,0.016124876,-0.011587307,0.0029037453,-0.008480774,-0.008752921,-0.011161418,-0.004861893,-0.010475239,0.016023988,0.0007141271,-0.00036706543,0.0004563652,-0.003615037,0.01159101,0.0019815946,0.003223019,0.00025992107,-0.0056558903,0.020296648,0.016573703,0.022368833,0.0014775663,0.0058794245,0.0206443,0.011904481,0.00036677264,0.0075814594
