0.298823446,0.756077707,5
0.306109011,0.750258923,7
0.469071597,0.610024571,9
0.42495352,0.645335495,13
0.812572241,0.234058037,17
0.342341095,0.719911516,18
0.712813377,0.365573585,23
0.299998075,0.751543462,27
0.370510876,0.701463521,32
0.765181184,0.299378842,36
0.529389858,0.559582531,37
0.411869347,0.656401336,38
0.414681792,0.67008543,41
0.806003094,0.246075481,42
0.300542742,0.762145221,49
0.298437655,0.752996445,51
0.331768364,0.744162202,59
0.768204331,0.284929097,64
0.802730978,0.24451068,74
0.305395007,0.750917971,78
0.467085958,0.605213106,174
0.300710171,0.75201726,215
0.82591778,0.219857082,224
0.466541111,0.599390447,438
0.378099591,0.68036443,439
0.302437276,0.752504587,0
0.305074722,0.751735806,1
0.341538399,0.729771316,2
0.711733639,0.379167169,3
0.674671888,0.38830173,4
0.348646164,0.738413811,6
0.387041241,0.665893793,8
0.414214849,0.654472828,10
0.385116667,0.672833622,11
0.44205308,0.619259655,12
0.310854822,0.732505918,14
0.775007844,0.266887009,15
0.339538008,0.709905565,16
0.408060223,0.653271675,19
0.301556766,0.738557041,20
0.427334845,0.628928602,21
0.416846275,0.625203073,22
0.536386013,0.520210445,24
0.514812708,0.547969699,25
0.319462448,0.727204442,26
0.44546777,0.652513385,28
0.807468295,0.23643361,29
0.391405523,0.658452749,30
0.5110237,0.548467577,31
0.424858749,0.628246129,33
0.335533917,0.707770228,34
0.348810107,0.705455363,35
0.302747548,0.74026531,39
0.405318886,0.661674261,40
0.301951379,0.752092004,43
0.514938414,0.562513947,44
0.310537905,0.738386929,45
0.725188315,0.324961156,46
0.337672353,0.70769459,47
0.494000047,0.556840599,48
0.729167759,0.323293328,50
0.54903084,0.503492415,52
0.779619515,0.266084701,53
0.717928469,0.337153494,54
0.320511818,0.761127949,55
0.651600897,0.45070073,56
0.840706408,0.223336488,57
0.785878241,0.296181828,58
0.405377179,0.676950037,60
0.394305348,0.721113861,61
0.318347424,0.762116313,62
0.681459963,0.406964153,63
0.774524391,0.336277843,65
0.360051215,0.724357784,66
0.35371384,0.76838088,67
0.406394809,0.676857114,68
0.459423542,0.654277682,69
0.489192009,0.615455866,70
0.320050806,0.761414289,71
0.787235618,0.283322066,72
0.406795532,0.697264969,73
0.70751214,0.393614709,75
0.849089622,0.224548653,76
0.406399995,0.676210403,77
0.717924297,0.383195519,79
0.351336271,0.737807393,80
0.430822104,0.679947615,81
0.388934851,0.717298448,82
0.356530994,0.739994407,83
0.609736085,0.482593477,84
0.63897723,0.436689913,85
0.478290558,0.622248113,86
0.324478835,0.783316433,87
0.320165247,0.761580288,88
0.354041129,0.731584907,89
0.350119472,0.751728415,90
0.623399019,0.459929198,91
0.335995913,0.736780524,92
0.76458776,0.290186912,93
0.702134252,0.388467401,94
0.717989564,0.345752269,95
0.675126135,0.424245417,96
0.298605442,0.761443913,97
0.338382334,0.723740816,98
0.300236523,0.758538365,99
0.473787695,0.605560005,100
0.663598239,0.434280276,101
0.302544206,0.763752759,102
0.340833157,0.719100952,103
0.399845868,0.675594151,104
0.726729274,0.333373398,105
0.380892545,0.686873615,106
0.592787325,0.513777137,107
0.703104794,0.371193171,108
0.668442249,0.393456668,109
0.307845026,0.752918899,110
0.304157823,0.76452148,111
0.299820334,0.759059072,112
0.378900826,0.698754668,113
0.310800344,0.77597338,114
0.613779485,0.44725728,115
0.337261915,0.739745438,116
0.451442838,0.623493671,117
0.834229767,0.220970348,118
0.301948309,0.765241444,119
0.383835644,0.684967816,120
0.417729497,0.660223305,121
0.308935851,0.753914714,122
0.86905092,0.192436904,123
0.433213532,0.677004933,124
0.432074994,0.705902874,125
0.699253917,0.43676281,126
0.460523963,0.689331889,127
0.529223979,0.593602717,128
0.673244536,0.440234065,129
0.463860124,0.686245441,130
0.345404267,0.746203899,131
0.568854034,0.561490595,132
0.415349662,0.698912203,133
0.444034815,0.671946943,134
0.834922314,0.235516876,135
0.45380652,0.656769931,136
0.735004663,0.369520247,137
0.425726205,0.680664837,138
0.526038527,0.571674109,139
0.498800665,0.610240638,140
0.366883576,0.752952993,141
0.835531116,0.223531023,142
0.859461248,0.207368255,143
0.33810848,0.755049407,144
0.842193842,0.236285642,145
0.45897153,0.653514385,146
0.864402056,0.199192151,147
0.351157159,0.773314893,148
0.854723275,0.221866474,149
0.403139114,0.705642402,150
0.373557746,0.744261742,151
0.338782489,0.754720628,152
